station_id,name,location,state
313043084131401,"12L353, GA",12L353,GA
313105084064302,"13L012, GA",13L012,GA
313106084124901,"12L346, GA",12L346,GA
313116083342601,"17L029, GA",17L029,GA
313122083110901,"20L006, GA",20L006,GA
313122083325101,"17L026, GA",17L026,GA
313135084132201,"12L344, GA",12L344,GA
313144083335501,"17L028, GA",17L028,GA
313144083472401,"15L034, GA",15L034,GA
313215083465201,"15L058, GA",15L058,GA
313238083331901,"17L027, GA",17L027,GA
313242082291601,"26L004, GA",26L004,GA
313415084475201,"07L021, GA",07L021,GA
313435083390101,"16L021, GA",16L021,GA
313440084181403,"11L117, GA",11L117,GA
313604084105001,"12L010, GA",12L010,GA
313630083385001,"16L022, GA",16L022,GA
313650084122901,"12L018, GA",12L018,GA
313700084113401,"12L015, GA",12L015,GA
313808084093601,"12M017, GA",12M017,GA
313822083311901,"17M010, GA",17M010,GA
313841083155401,"19M004, GA",19M004,GA
313950083425401,"16M015, GA",16M015,GA
314030084060001,"13M046, GA",13M046,GA
314115083351301,"17M011, GA",17M011,GA
314123083391301,"16M016, GA",16M016,GA
314803081363301,"33N101, GA",33N101,GA
314847083360301,"17N002, GA",17N002,GA
314852083542001,"14N004, GA",14N004,GA
315040083401501,"16N018, GA",16N018,GA
315059083350901,"17N003, GA",17N003,GA
315747083312901,"17P005, GA",17P005,GA
320001084032801,"13Q051, GA",13Q051,GA
320110083034301,"21Q006, GA",21Q006,GA
320249081050701,"37Q030, GA",37Q030,GA
322201082350801,"25S007, GA",25S007,GA
322509081473301,"31T039, GA",31T039,GA
323318082202301,"27U009, GA",27U009,GA
324439082161301,"27V002, GA",27V002,GA
324606084512401,"07W013, GA",07W013,GA
330212084182101,"11Y054, GA",11Y054,GA
331846082020201,"29Aa30, GA",29Aa30,GA
332137081581301,"30Aa11, GA",30Aa11,GA
332141081583601,"30Aa10, GA",30Aa10,GA
332141081591901,"30Aa19, GA",30Aa19,GA
332146081582201,"30Aa09, GA",30Aa09,GA
332146081590601,"30Aa18, GA",30Aa18,GA
332159081582501,"30Aa08, GA",30Aa08,GA
332208081583001,"30Aa07, GA",30Aa07,GA
332215081575201,"30Aa33, GA",30Aa33,GA
332216081583601,"30Aa06, GA",30Aa06,GA
332221081584601,"30Aa37, GA",30Aa37,GA
332221081584602,"30Aa38, GA",30Aa38,GA
334029083543701,"14Dd190, GA",14Dd190,GA
334608084254201,"Proctor Creek 0.11 Mi Ds North Ave At Atlanta, GA",Proctor Creek 0.11 Mi Ds North Ave At Atlanta,GA
335137082444801,"24Ee06, GA",24Ee06,GA
335246084454201,"07Ff20, GA",07Ff20,GA
341106083552301,"14Hh19, GA",14Hh19,GA
342106083150201,"19Jj52, GA",19Jj52,GA
342655083362401,"17Kk30, GA",17Kk30,GA
345840083190901,"19Pp26, GA",19Pp26,GA
16200000,"Nf Kaukonahua Str Abv Rb, HI",Nf Kaukonahua Str Abv Rb,HI
16210200,"Kaukonahua Stream Blw Wahiawa Reservoir, HI",Kaukonahua Stream Blw Wahiawa Reservoir,HI
16210500,"Kaukonahua Str At Waialua, HI",Kaukonahua Str At Waialua,HI
16212601,"Waikele Str At Wheeler Field, HI",Waikele Str At Wheeler Field,HI
16213000,"Waikele Str At Waipahu, HI",Waikele Str At Waipahu,HI
16226200,"N. Halawa Str Nr Honolulu, HI",N. Halawa Str Nr Honolulu,HI
16226400,"N. Halawa Str Nr Quar. Stn. At Halawa, HI",N. Halawa Str Nr Quar. Stn. At Halawa,HI
16238000,"Makiki Stream At King St. Bridge, HI",Makiki Stream At King St. Bridge,HI
16238500,"Waihi Stream At Honolulu, HI",Waihi Stream At Honolulu,HI
16244000,"Pukele Stream Near Honolulu, HI",Pukele Stream Near Honolulu,HI
16247100,"Manoa-Palolo Drainage Canal At Moiliili, HI",Manoa-Palolo Drainage Canal At Moiliili,HI
16249000,"Waimanalo Str At Waimanalo, HI",Waimanalo Str At Waimanalo,HI
16254000,"Makawao Str Nr Kailua, HI",Makawao Str Nr Kailua,HI
16265000,"Kawa Str At Kaneohe, HI",Kawa Str At Kaneohe,HI
16274100,"Kaneohe Str Blw Kamehameha Hwy, HI",Kaneohe Str Blw Kamehameha Hwy,HI
16415600,"Kawela Gulch Near Moku, HI",Kawela Gulch Near Moku,HI
194014156013301,"Kaloko Anchialine Pool 099, HI",Kaloko Anchialine Pool 099,HI
194043156013201,"Aimakapa Fishpond A45, HI",Aimakapa Fishpond A45,HI
194050156014701,"Kaloko Anchialine Pool 016, HI",Kaloko Anchialine Pool 016,HI
194053156013001,"8-4061-01 Kaho Well 1, HI",8-4061-01 Kaho Well 1,HI
194056155575201,"8-4158-02 Honokohau Well, HI",8-4158-02 Honokohau Well,HI
194100156015301,"Kaloko Anchialine Pool 53H, HI",Kaloko Anchialine Pool 53H,HI
194120156013501,"8-4161-02 Kaho Well 2, HI",8-4161-02 Kaho Well 2,HI
194122156011801,"Kaloko National Park Office, HI",Kaloko National Park Office,HI
194122156015901,"North Kaloko Fishpond G18, HI",North Kaloko Fishpond G18,HI
194125156015501,"8-4161-01 Kaho Well 3, HI",8-4161-01 Kaho Well 3,HI
194125156020501,"Kaloko Anchialine Pool 144, HI",Kaloko Anchialine Pool 144,HI
194127156020401,"8-4162-04 Kohanaiki Mw400, HI",8-4162-04 Kohanaiki Mw400,HI
194128156015601,"8-4161-11 Kohanaiki Mw401, HI",8-4161-11 Kohanaiki Mw401,HI
194131156014801,"Kohanaiki Irrigation Pond, HI",Kohanaiki Irrigation Pond,HI
12413250,"Sf Coeur D Alene R At Bunker Ave At Kellogg Id, ID",Sf Coeur D Alene R At Bunker Ave At Kellogg Id,ID
12413300,"Sf Coeur D Alene River At Smelterville Id, ID",Sf Coeur D Alene River At Smelterville Id,ID
12413360,"Ef Pine Creek Abv Gilbert Cr Near Pinehurst Id, ID",Ef Pine Creek Abv Gilbert Cr Near Pinehurst Id,ID
12413370,"Ef Pine Creek Abv Nabob Cr Near Pinehurst Id, ID",Ef Pine Creek Abv Nabob Cr Near Pinehurst Id,ID
12413445,"Pine Creek Below Amy Gulch Near Pinehurst Id, ID",Pine Creek Below Amy Gulch Near Pinehurst Id,ID
12413470,"Sf Coeur D Alene River Nr Pinehurst, ID",Sf Coeur D Alene River Nr Pinehurst,ID
12413795,"Coeur D Alene R Abv Rose Lake Id, ID",Coeur D Alene R Abv Rose Lake Id,ID
13063000,"Blackfoot River Ab Reservoir Nr Henry Id, ID",Blackfoot River Ab Reservoir Nr Henry Id,ID
13092747,"Rock Creek Ab Hwy 30/93 Xing At Twin Falls Id, ID",Rock Creek Ab Hwy 30/93 Xing At Twin Falls Id,ID
13093383,"Snake River At Pigeon Cove Nr Twin Falls, ID",Snake River At Pigeon Cove Nr Twin Falls,ID
13093384,"Snake River Blw Pigeon Cove Nr Twin Falls, ID",Snake River Blw Pigeon Cove Nr Twin Falls,ID
13093692,"Niagara Springs At Div No.2 Nr Buhl Id, ID",Niagara Springs At Div No.2 Nr Buhl Id,ID
13095175,"Briggs Spring At Head Near Buhl Id, ID",Briggs Spring At Head Near Buhl Id,ID
13095500,"Box Canyon Springs Nr Wendell Id, ID",Box Canyon Springs Nr Wendell Id,ID
13135500,"Big Wood River Nr Ketchum Id, ID",Big Wood River Nr Ketchum Id,ID
13135520,"Nf Big Wood River Nr Sawtooth Nra Hq Nr Ketchum Id, ID",Nf Big Wood River Nr Sawtooth Nra Hq Nr Ketchum Id,ID
13137000,"Warm Springs Creek Near Ketchum Id, ID",Warm Springs Creek Near Ketchum Id,ID
13137500,"Trail Creek At Ketchum Id, ID",Trail Creek At Ketchum Id,ID
13138000,"East Fork Big Wood River At Gimlet Id, ID",East Fork Big Wood River At Gimlet Id,ID
13139510,"Big Wood River At Hailey Id Total Flow, ID",Big Wood River At Hailey Id Total Flow,ID
13140800,"Big Wood River At Stanton Crossing Nr Bellevue Id, ID",Big Wood River At Stanton Crossing Nr Bellevue Id,ID
13150430,"Silver Creek At Sportsman Access Nr Picabo Id, ID",Silver Creek At Sportsman Access Nr Picabo Id,ID
13154500,"Snake River At King Hill Id, ID",Snake River At King Hill Id,ID
13173550,"Allen Drain Nr Wilder Id, ID",Allen Drain Nr Wilder Id,ID
13203510,"Boise R Bl Diversion Dam Nr Boise Id, ID",Boise R Bl Diversion Dam Nr Boise Id,ID
13203760,"Boise River At Eckert Rd Nr Boise Id, ID",Boise River At Eckert Rd Nr Boise Id,ID
13205642,"Boise R At Veterans Memorial Parkway At Boise Id, ID",Boise R At Veterans Memorial Parkway At Boise Id,ID
13206000,"Boise River At Glenwood Bridge Nr Boise Id, ID",Boise River At Glenwood Bridge Nr Boise Id,ID
13206260,"Eagle Drain At Horshoe Bend Rd Nr Eagle, ID",Eagle Drain At Horshoe Bend Rd Nr Eagle,ID
13206300,"Boise River North Channel Nr Eagle Id, ID",Boise River North Channel Nr Eagle Id,ID
13206305,"Boise River South Channel At Eagle Id, ID",Boise River South Channel At Eagle Id,ID
13206400,"Eagle Drain At Eagle, ID",Eagle Drain At Eagle,ID
13207500,"Dry Creek Near Eagle Id, ID",Dry Creek Near Eagle Id,ID
13208000,"Dry Creek At Eagle Id, ID",Dry Creek At Eagle Id,ID
13208600,"Boise River N Channel Abv Middleton Canal, ID",Boise River N Channel Abv Middleton Canal,ID
13208750,"Thurman Drain At Mouth Near Eagle Id 04N01W24Abd, ID",Thurman Drain At Mouth Near Eagle Id 04N01W24Abd,ID
13208800,"Boise River Above Phyllis Diversion Nr Eagle, ID",Boise River Above Phyllis Diversion Nr Eagle,ID
13209490,"Eureka No. 1 Lcanal At Star Road Nr Star Id, ID",Eureka No. 1 Lcanal At Star Road Nr Star Id,ID
13210000,"Boise River Nr Star Id, ID",Boise River Nr Star Id,ID
13210007,"Boise River At Star Bridge Near Star Id, ID",Boise River At Star Bridge Near Star Id,ID
13210050,"Boise River Nr Middleton Id, ID",Boise River Nr Middleton Id,ID
13210360,"Sand Run Gulch At Highway 95 Crossing Nr Parma, ID",Sand Run Gulch At Highway 95 Crossing Nr Parma,ID
13210660,"Tenmile Creek At Franklin Road Nr Nampa Id, ID",Tenmile Creek At Franklin Road Nr Nampa Id,ID
13210795,"Fivemile Creek At Franklin Road Nr Nampa Id, ID",Fivemile Creek At Franklin Road Nr Nampa Id,ID
13210815,"Fifteenmile Creek At Mouth Nr Middleton Id, ID",Fifteenmile Creek At Mouth Nr Middleton Id,ID
13210820,"Boise River At Middleton Rd. Nr Middleton Id, ID",Boise River At Middleton Rd. Nr Middleton Id,ID
132108247,"Mill Slough Bl Grade Ditch Nr Middleton Id, ID",Mill Slough Bl Grade Ditch Nr Middleton Id,ID
13210825,"Mill Slough At Mouth Nr Middleton Id, ID",Mill Slough At Mouth Nr Middleton Id,ID
13210835,"Willow Creek At Middleton Id, ID",Willow Creek At Middleton Id,ID
13210849,"Mason Slough Nr Caldwell Id, ID",Mason Slough Nr Caldwell Id,ID
13210890,"Mason Creek At E Powerline Road Nr Nampa, ID",Mason Creek At E Powerline Road Nr Nampa,ID
13210965,"Mason Creek At Madison Ave Nr Nampa, ID",Mason Creek At Madison Ave Nr Nampa,ID
13210966,"Mason Creek At Ustick Road Nr Nampa, ID",Mason Creek At Ustick Road Nr Nampa,ID
13210976,"Mason Creek At Wells Road Nr Caldwell, ID",Mason Creek At Wells Road Nr Caldwell,ID
13210980,"Mason Creek At Caldwell Id, ID",Mason Creek At Caldwell Id,ID
13210983,"Mason Creek Nr Caldwell Id, ID",Mason Creek Nr Caldwell Id,ID
132109853,"Riverside Canal At Hwy 20-26 Xing  Caldwell Id, ID",Riverside Canal At Hwy 20-26 Xing  Caldwell Id,ID
13210988,"Hartley Drain Nr Caldwell Id, ID",Hartley Drain Nr Caldwell Id,ID
13211000,"Boise River At Hwy 20-26 Xing Nr Caldwell Id, ID",Boise River At Hwy 20-26 Xing Nr Caldwell Id,ID
13211259,"Indian Creek Nr Robinson Road Nr Nampa, ID",Indian Creek Nr Robinson Road Nr Nampa,ID
13211307,"Indian Creek At Broadmore Street Nr Nampa, ID",Indian Creek At Broadmore Street Nr Nampa,ID
13211355,"Indian Creek At Sparrow Ave Nr Caldwell, ID",Indian Creek At Sparrow Ave Nr Caldwell,ID
13211436,"Indian Creek At 21St Street At Caldwell, ID",Indian Creek At 21St Street At Caldwell,ID
13211441,"Indian Creek At Simplot Blvd At Caldwell, ID",Indian Creek At Simplot Blvd At Caldwell,ID
13211445,"Indian Creek At Mouth Nr Caldwell, ID",Indian Creek At Mouth Nr Caldwell,ID
13211600,"Boise River Below Wwtp Nr Caldwell, ID",Boise River Below Wwtp Nr Caldwell,ID
13212500,"Boise River At Notus Id, ID",Boise River At Notus Id,ID
13212550,"Conway Gulch At Notus Id, ID",Conway Gulch At Notus Id,ID
13212890,"Dixie Drain Nr Wilder Id, ID",Dixie Drain Nr Wilder Id,ID
13212900,"Boise River At Hwy 95 Xing Nr Parma Id, ID",Boise River At Hwy 95 Xing Nr Parma Id,ID
13213000,"Boise River Nr Parma Id, ID",Boise River Nr Parma Id,ID
13213008,"Ditch Nr Wanstad Road Nr Parma Id, ID",Ditch Nr Wanstad Road Nr Parma Id,ID
13213030,"Boise River At Mouth Nr Parma Id, ID",Boise River At Mouth Nr Parma Id,ID
13213064,"U Of I Farm Ditch At Hwy 95 Nr Parma Id, ID",U Of I Farm Ditch At Hwy 95 Nr Parma Id,ID
13213072,"Sand Run Gulch Nr Parma Id, ID",Sand Run Gulch Nr Parma Id,ID
13213080,"Sand Hollow Drain At Mouth Nr Parma Id, ID",Sand Hollow Drain At Mouth Nr Parma Id,ID
13213100,"Snake River At Nyssa Or, ID",Snake River At Nyssa Or,ID
13269000,"Snake River At Weiser Id, ID",Snake River At Weiser Id,ID
13310800,"Efsf Salmon R Abv Meadow Crk Nr Stibnite, ID",Efsf Salmon R Abv Meadow Crk Nr Stibnite,ID
13310850,"Meadow Creek Nr Stibnite, ID",Meadow Creek Nr Stibnite,ID
13311000,"Ef Of Sf Salmon River At Stibnite, ID",Ef Of Sf Salmon River At Stibnite,ID
13311250,"Efsf Salmon R Abv Sugar Crk Nr Stibnite, ID",Efsf Salmon R Abv Sugar Crk Nr Stibnite,ID
13311450,"Sugar Creek Nr Stibnite, ID",Sugar Creek Nr Stibnite,ID
13337095,"Upper Clear Creek Near Kooskia, ID",Upper Clear Creek Near Kooskia,ID
13337099,"Clear Ck At Kooskia National Fish Hatchery, ID",Clear Ck At Kooskia National Fish Hatchery,ID
13337500,"Sf Clearwater River Nr Elk City Id, ID",Sf Clearwater River Nr Elk City Id,ID
13338100,"South Fork Clearwater River Near Harpster Id, ID",South Fork Clearwater River Near Harpster Id,ID
13338500,"Sf Clearwater River At Stites Id, ID",Sf Clearwater River At Stites Id,ID
13345000,"Palouse River Nr Potlatch, ID",Palouse River Nr Potlatch,ID
420446111183201,"Bear Lake 2.8 Mi S Of N Beach Sp Nr Lifton, ID",Bear Lake 2.8 Mi S Of N Beach Sp Nr Lifton,ID
420715111175701,"Mud Lake At Causeway Breach, ID",Mud Lake At Causeway Breach,ID
420722111185501,"Lifton Pump Station At Lifton, ID",Lifton Pump Station At Lifton,ID
421309111174401,"Rainbow Canal At Center St. Bridge Nr Dingle, ID",Rainbow Canal At Center St. Bridge Nr Dingle,ID
424120114491901,"08S 14E 33Bdd1 Banbury Springs South Vents Nr Buhl, ID",08S 14E 33Bdd1 Banbury Springs South Vents Nr Buhl,ID
4242271144904,"Box Canyon Springs Bel Aqueduct Div Nr Wendell Id, ID",Box Canyon Springs Bel Aqueduct Div Nr Wendell Id,ID
424547114513101,"08S 14E 06Acc1 Hatchery Springs Vent17 Nr Hagerman, ID",08S 14E 06Acc1 Hatchery Springs Vent17 Nr Hagerman,ID
424617113421901,"07S 23E 36Daa1, ID",07S 23E 36Daa1,ID
433422116323200,"Indian Creek At Sugar Ave Nampa, ID",Indian Creek At Sugar Ave Nampa,ID
434006116112100,"Dry Creek Nr Bogus Basin Rd Nr Boise, ID",Dry Creek Nr Bogus Basin Rd Nr Boise,ID
434050116260100,"Boise River Bl Eagle Island At Piezo 3-Mid, ID",Boise River Bl Eagle Island At Piezo 3-Mid,ID
434335116510400,"Unnamed Drain Nr Notus, ID",Unnamed Drain Nr Notus,ID
434348116523600,"Unnamed Drain Near Dixie Drain Nr Notus, ID",Unnamed Drain Near Dixie Drain Nr Notus,ID
434821116444300,"Sand Hollow Creek Near I-84 Sand Hollow, ID",Sand Hollow Creek Near I-84 Sand Hollow,ID
03338780,"North Fork Vermilion River Near Bismarck, IL",North Fork Vermilion River Near Bismarck,IL
03339000,"Vermilion River Near Danville, IL",Vermilion River Near Danville,IL
03346500,"Embarras River At Lawrenceville, IL",Embarras River At Lawrenceville,IL
03381495,"Little Wabash River At Main St At Carmi, IL",Little Wabash River At Main St At Carmi,IL
03381500,"Little Wabash River At Carmi, IL",Little Wabash River At Carmi,IL
03384450,"Lusk Creek Near Eddyville, IL",Lusk Creek Near Eddyville,IL
03612600,"Ohio River At Olmsted, IL",Ohio River At Olmsted,IL
04092440,"Lake Michigan At Jackson Park At Hyde Park, IL",Lake Michigan At Jackson Park At Hyde Park,IL
04092485,"Pullman Creek At Pullman, IL",Pullman Creek At Pullman,IL
05420400,"Mississippi River At Dam 13 Near Fulton, IL",Mississippi River At Dam 13 Near Fulton,IL
05446500,"Rock River Near Joslin, IL",Rock River Near Joslin,IL
05447500,"Green River Near Geneseo, IL",Green River Near Geneseo,IL
05527500,"Kankakee River Near Wilmington, IL",Kankakee River Near Wilmington,IL
05527910,"North Mill Creek Near Milburn, IL",North Mill Creek Near Milburn,IL
05537980,"Des Plaines River At Route 53 At Joliet, IL",Des Plaines River At Route 53 At Joliet,IL
05538010,"Des Plaines River At Rockdale, IL",Des Plaines River At Rockdale,IL
05538020,"Des Plaines River In Lock Channel At Rockdale, IL",Des Plaines River In Lock Channel At Rockdale,IL
05543010,"Illinois River At Seneca, IL",Illinois River At Seneca,IL
05548105,"Nippersink Creek Above Wonder Lake, IL",Nippersink Creek Above Wonder Lake,IL
05548110,"Nippersink Creek Below Wonder Lake, IL",Nippersink Creek Below Wonder Lake,IL
05549500,"Fox River Near Mchenry, IL",Fox River Near Mchenry,IL
05549501,"Fox River (Tailwater) Near Mchenry, IL",Fox River (Tailwater) Near Mchenry,IL
05549820,"Flint Creek At Barrington, IL",Flint Creek At Barrington,IL
05549830,"Flint Creek Nr Barrington Hills, IL",Flint Creek Nr Barrington Hills,IL
05549850,"Flint Creek Near Fox River Grove, IL",Flint Creek Near Fox River Grove,IL
05551700,"Blackberry Creek Near Yorkville, IL",Blackberry Creek Near Yorkville,IL
05553700,"Illinois River At Starved Rock, IL",Illinois River At Starved Rock,IL
05553800,"Illinois River Nr Lock And Dam At Starved Rock, IL",Illinois River Nr Lock And Dam At Starved Rock,IL
05553810,"Illinois River At Utica, IL",Illinois River At Utica,IL
05554000,"North Fork Vermilion River Near Charlotte, IL",North Fork Vermilion River Near Charlotte,IL
05554200,"South Fork Vermilion River At Forrest, IL",South Fork Vermilion River At Forrest,IL
05554300,"Indian Creek Near Fairbury, IL",Indian Creek Near Fairbury,IL
05554480,"Vermilion River At Hwy 6 Near Mcdowell, IL",Vermilion River At Hwy 6 Near Mcdowell,IL
05554500,"Vermilion River At Pontiac, IL",Vermilion River At Pontiac,IL
05554580,"Vermilion River At Rte 23 Near Cornell, IL",Vermilion River At Rte 23 Near Cornell,IL
05555000,"Vermilion River At Streator, IL",Vermilion River At Streator,IL
05555300,"Vermilion River Near Leonore, IL",Vermilion River Near Leonore,IL
05558300,"Illinois River At Henry, IL",Illinois River At Henry,IL
05559900,"Illinois River Above Rte 150 At Peoria, IL",Illinois River Above Rte 150 At Peoria,IL
05564190,"Mackinaw River At 3400E Near Colfax, IL",Mackinaw River At 3400E Near Colfax,IL
05564250,"Mackinaw River Near Lexington, IL",Mackinaw River Near Lexington,IL
05565900,"Mackinaw River At 2300E Near Kappa, IL",Mackinaw River At 2300E Near Kappa,IL
05567500,"Mackinaw River Near Congerville, IL",Mackinaw River Near Congerville,IL
05567545,"Mackinaw River Above Mackinaw, IL",Mackinaw River Above Mackinaw,IL
05568000,"Mackinaw River Near Green Valley, IL",Mackinaw River Near Green Valley,IL
05568705,"Mason Tazewell Drainage D At Cr2350E Nr Topeka, IL",Mason Tazewell Drainage D At Cr2350E Nr Topeka,IL
05568770,"Spoon River At Modena, IL",Spoon River At Modena,IL
05568830,"Spoon River At Elmore, IL",Spoon River At Elmore,IL
05568917,"Spoon River Near Gilson, IL",Spoon River Near Gilson,IL
05569500,"Spoon River At London Mills, IL",Spoon River At London Mills,IL
05570000,"Spoon River At Seville, IL",Spoon River At Seville,IL
05570400,"Spoon River At Duncan Mills, IL",Spoon River At Duncan Mills,IL
05570910,"Sangamon River At Fisher, IL",Sangamon River At Fisher,IL
05572000,"Sangamon River At Monticello, IL",Sangamon River At Monticello,IL
05573540,"Sangamon River At Route 48 At Decatur, IL",Sangamon River At Route 48 At Decatur,IL
05576000,"South Fork Sangamon River Near Rochester, IL",South Fork Sangamon River Near Rochester,IL
05576100,"Lick Creek Near Woodside, IL",Lick Creek Near Woodside,IL
05576195,"Sugar Creek Near Chatham, IL",Sugar Creek Near Chatham,IL
05578000,"Sangamon River At Petersburg, IL",Sangamon River At Petersburg,IL
05578100,"Salt Creek Near Farmer City, IL",Salt Creek Near Farmer City,IL
05578500,"Salt Creek Near Rowell, IL",Salt Creek Near Rowell,IL
05582000,"Salt Creek Near Greenview, IL",Salt Creek Near Greenview,IL
05583000,"Sangamon River Near Oakford, IL",Sangamon River Near Oakford,IL
05586100,"Illinois River At Valley City, IL",Illinois River At Valley City,IL
05586300,"Illinois River At Florence, IL",Illinois River At Florence,IL
05587455,"Mississippi River Below Grafton, IL",Mississippi River Below Grafton,IL
05587498,"Mississippi River Pool Lock And Dam 26 At Alton, IL",Mississippi River Pool Lock And Dam 26 At Alton,IL
05595000,"Kaskaskia River At New Athens, IL",Kaskaskia River At New Athens,IL
05599490,"Big Muddy River At Rte 127 At Murphysboro, IL",Big Muddy River At Rte 127 At Murphysboro,IL
07022000,"Mississippi River At Thebes, IL",Mississippi River At Thebes,IL
375419089505101,"Mississippi River (Streambed Sediment Ms 08), IL",Mississippi River (Streambed Sediment Ms 08),IL
375715089541301,"Mississippi River (Streambed Sediment Ms 07), IL",Mississippi River (Streambed Sediment Ms 07),IL
401913089534501,"22N7W-28.5A (Il Tree Nursery), IL",22N7W-28.5A (Il Tree Nursery),IL
401934089541703,"22N7W-29.1D3 (Dp-2), IL",22N7W-29.1D3 (Dp-2),IL
401934089541704,"22N7W-29.1D4 (Sh-2), IL",22N7W-29.1D4 (Sh-2),IL
411955088280601,"Hanson Gravel Pit At Culvert Near Morris, IL",Hanson Gravel Pit At Culvert Near Morris,IL
412026088481301,"Illinois River Upstream Of Fox River Nr Ottawa, IL",Illinois River Upstream Of Fox River Nr Ottawa,IL
414040088004201,"37N11E-19.1D, IL",37N11E-19.1D,IL
421533088421801,"44N5E-30.8C1 (10-Mar-S) (Mchenry Co Crn), IL",44N5E-30.8C1 (10-Mar-S) (Mchenry Co Crn),IL
421626088311402,"44N6E-22.4C2 (11-Sen-D), IL",44N6E-22.4C2 (11-Sen-D),IL
422416088203600,"Wonder Lake At Wonder Lake, IL",Wonder Lake At Wonder Lake,IL
423784088133401,"Long Lake At Ben Dock At Long Lake, IL",Long Lake At Ben Dock At Long Lake,IL
03275500,"East Fork Whitewater River At Richmond, IN",East Fork Whitewater River At Richmond,IN
03275990,"Brookville Lake At Brookville, IN",Brookville Lake At Brookville,IN
03276000,"East Fork Whitewater River At Brookville, IN",East Fork Whitewater River At Brookville,IN
03276500,"Whitewater River At Brookville, IN",Whitewater River At Brookville,IN
03302800,"Blue River At Fredericksburg, IN",Blue River At Fredericksburg,IN
03303280,"Ohio River At Cannelton Dam At Cannelton, IN",Ohio River At Cannelton Dam At Cannelton,IN
03328500,"Eel River Near Logansport, IN",Eel River Near Logansport,IN
03331753,"Tippecanoe River At Winamac, IN",Tippecanoe River At Winamac,IN
03335000,"Wildcat Creek Near Lafayette, IN",Wildcat Creek Near Lafayette,IN
03340870,"Cecil M. Harden Lake At Ferndale, IN",Cecil M. Harden Lake At Ferndale,IN
03340900,"Big Raccoon Creek At Ferndale, IN",Big Raccoon Creek At Ferndale,IN
03351000,"White River Near Nora, IN",White River Near Nora,IN
03351500,"Fall Creek Near Fortville, IN",Fall Creek Near Fortville,IN
03353200,"Eagle Creek At Zionsville, IN",Eagle Creek At Zionsville,IN
03353415,"School Branch At Maloney Road Near Brownsburg, IN",School Branch At Maloney Road Near Brownsburg,IN
03353420,"School Branch At Cr750N At Brownsburg, IN",School Branch At Cr750N At Brownsburg,IN
03353430,"School Branch At Noble Drive At Brownsburg, IN",School Branch At Noble Drive At Brownsburg,IN
03357500,"Big Walnut Creek Near Reelsville, IN",Big Walnut Creek Near Reelsville,IN
03361650,"Sugar Creek At New Palestine, IN",Sugar Creek At New Palestine,IN
03366500,"Muscatatuck River Near Deputy, IN",Muscatatuck River Near Deputy,IN
03369500,"Vernon Fork Muscatatuck River At Vernon, IN",Vernon Fork Muscatatuck River At Vernon,IN
03373500,"East Fork White River At Shoals, IN",East Fork White River At Shoals,IN
03374000,"White River At Petersburg, IN",White River At Petersburg,IN
03374100,"White River At Hazleton, IN",White River At Hazleton,IN
03376300,"Patoka River At Winslow, IN",Patoka River At Winslow,IN
03378500,"Wabash River At New Harmony, IN",Wabash River At New Harmony,IN
04092750,"Indiana Harbor Canal At East Chicago, IN",Indiana Harbor Canal At East Chicago,IN
04092788,"Lake Michigan At Jeorse Park At Gary, IN",Lake Michigan At Jeorse Park At Gary,IN
04094000,"Little Calumet River At Porter, IN",Little Calumet River At Porter,IN
04095090,"Portage-Burns Waterway At Portage, IN",Portage-Burns Waterway At Portage,IN
04095092,"Portage-Burns Waterway At Mouth At Portage, IN",Portage-Burns Waterway At Mouth At Portage,IN
04101000,"St. Joseph River At Elkhart, IN",St. Joseph River At Elkhart,IN
04180610,"St. Joseph R At Parnell Av At Fort Wayne, IN",St. Joseph R At Parnell Av At Fort Wayne,IN
04182769,"St. Marys River At Main St. At Fort Wayne, IN",St. Marys River At Main St. At Fort Wayne,IN
04182867,"Maumee River At Tecumseh Street At Fort Wayne, IN",Maumee River At Tecumseh Street At Fort Wayne,IN
04183000,"Maumee River At New Haven, IN",Maumee River At New Haven,IN
04183030,"Black Creek At Darling Rd Near Harlan, IN",Black Creek At Darling Rd Near Harlan,IN
04183032,"Black Creek At Brush College Rd Near Harlan, IN",Black Creek At Brush College Rd Near Harlan,IN
04183038,"Black Creek Near Harlan, IN",Black Creek Near Harlan,IN
05515500,"Kankakee River At Davis, IN",Kankakee River At Davis,IN
05516500,"Yellow River At Plymouth, IN",Yellow River At Plymouth,IN
05516663,"Yellow River At Upas Road Nr Oak Grove, IN",Yellow River At Upas Road Nr Oak Grove,IN
05516665,"Yellow River Near Oak Grove, IN",Yellow River Near Oak Grove,IN
05516667,"Yellow River At Cr1100E Near Oak Grove, IN",Yellow River At Cr1100E Near Oak Grove,IN
05517000,"Yellow River At Knox, IN",Yellow River At Knox,IN
05517010,"Yellow River Near Brems, IN",Yellow River Near Brems,IN
05517500,"Kankakee River At Dunns Bridge, IN",Kankakee River At Dunns Bridge,IN
05518000,"Kankakee River At Shelby, IN",Kankakee River At Shelby,IN
05524500,"Iroquois River Near Foresman, IN",Iroquois River Near Foresman,IN
05536356,"Grand Calumet River At Columbia Av At Hammond, IN",Grand Calumet River At Columbia Av At Hammond,IN
375327087030301,"In5274007 Spencer 00572 Production Well 4, IN",In5274007 Spencer 00572 Production Well 4,IN
